# 黄色边界面要素坐标
# 源图像: 手动处理.jpg
# 图像尺寸: 939 x 1120
# 提取时间: 2025-09-01 06:32:53.310650
# 面积: 250573.00
# 周长: 3012.08
# 格式: PointID, X, Y

1, 395.000000, 956.000000
2, 412.000000, 965.000000
3, 441.000000, 949.000000
4, 463.000000, 946.000000
5, 465.000000, 943.000000
6, 453.000000, 921.000000
7, 449.000000, 906.000000
8, 453.000000, 889.000000
9, 473.000000, 863.000000
10, 471.000000, 852.000000
11, 487.000000, 844.000000
12, 496.000000, 830.000000
13, 506.000000, 839.000000
14, 514.000000, 835.000000
15, 528.000000, 838.000000
16, 535.000000, 833.000000
17, 543.000000, 832.000000
18, 557.000000, 846.000000
19, 568.000000, 846.000000
20, 572.000000, 835.000000
21, 582.000000, 824.000000
22, 579.000000, 811.000000
23, 584.000000, 803.000000
24, 584.000000, 794.000000
25, 575.000000, 780.000000
26, 575.000000, 762.000000
27, 567.000000, 750.000000
28, 504.000000, 722.000000
29, 464.000000, 700.000000
30, 402.000000, 658.000000
31, 376.000000, 631.000000
32, 371.000000, 618.000000
33, 372.000000, 594.000000
34, 396.000000, 466.000000
35, 442.000000, 420.000000
36, 486.000000, 416.000000
37, 505.000000, 404.000000
38, 523.000000, 387.000000
39, 537.000000, 380.000000
40, 547.000000, 379.000000
41, 618.000000, 397.000000
42, 642.000000, 400.000000
43, 662.000000, 412.000000
44, 678.000000, 409.000000
45, 699.000000, 398.000000
46, 709.000000, 384.000000
47, 721.000000, 352.000000
48, 731.000000, 337.000000
49, 738.000000, 309.000000
50, 743.000000, 301.000000
51, 746.000000, 277.000000
52, 755.000000, 266.000000
53, 757.000000, 254.000000
54, 769.000000, 239.000000
55, 770.000000, 210.000000
56, 775.000000, 203.000000
57, 770.000000, 185.000000
58, 730.000000, 176.000000
59, 690.000000, 175.000000
60, 675.000000, 171.000000
61, 639.000000, 170.000000
62, 635.000000, 167.000000
63, 616.000000, 171.000000
64, 587.000000, 191.000000
65, 552.000000, 195.000000
66, 522.000000, 192.000000
67, 486.000000, 180.000000
68, 407.000000, 180.000000
69, 369.000000, 158.000000
70, 361.000000, 150.000000
71, 348.000000, 116.000000
72, 343.000000, 110.000000
73, 325.000000, 109.000000
74, 270.000000, 219.000000
75, 239.000000, 244.000000
76, 172.000000, 286.000000
77, 151.000000, 312.000000
78, 144.000000, 330.000000
79, 140.000000, 377.000000
80, 135.000000, 400.000000
81, 120.000000, 441.000000
82, 92.000000, 443.000000
83, 71.000000, 453.000000
84, 56.000000, 447.000000
85, 51.000000, 450.000000
86, 42.000000, 485.000000
87, 52.000000, 492.000000
88, 68.000000, 497.000000
89, 86.000000, 511.000000
90, 109.000000, 520.000000
91, 166.000000, 563.000000
92, 185.000000, 584.000000
93, 222.000000, 674.000000
94, 237.000000, 756.000000
95, 252.000000, 771.000000
96, 310.000000, 799.000000
97, 330.000000, 818.000000
98, 341.000000, 833.000000
99, 358.000000, 867.000000
100, 370.000000, 896.000000
101, 376.000000, 920.000000
102, 395.000000, 956.000000
